Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SuiteLogin,Firefox 56.0,,2017-10-26 10:37:22,2017-10-26 10:38:27,"1m - 5,465s",PASSED
,,,,,,
Test Cases/Crear User,Firefox 56.0,,2017-10-26 10:37:23,2017-10-26 10:38:27,"1m - 4,544s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 10:37:25,2017-10-26 10:37:52,"26,190s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:37:52,2017-10-26 10:37:52,"0,028s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:37:52,2017-10-26 10:37:52,"0,024s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:37:52,2017-10-26 10:37:53,"1,289s",PASSED
Statement - CreateAccount = new com.kms.katalon.core.testobject.TestObject(CreateAccount),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:37:53,2017-10-26 10:37:53,"0,000s",PASSED
"Statement - CreateAccount.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/createAccount')][@class='btn']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:37:53,2017-10-26 10:37:53,"0,000s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:37:53,2017-10-26 10:38:00,"7,048s",PASSED
"Statement - s = ""tlg-""",Firefox 56.0,,2017-10-26 10:38:00,2017-10-26 10:38:00,"0,002s",PASSED
"Statement - s += new java.util.Date().format(""yyyyMMdd"")",Firefox 56.0,,2017-10-26 10:38:00,2017-10-26 10:38:00,"0,087s",PASSED
"Statement - s += ""-""",Firefox 56.0,,2017-10-26 10:38:00,2017-10-26 10:38:00,"0,003s",PASSED
Statement - randomGenerator = new java.util.Random(),Firefox 56.0,,2017-10-26 10:38:00,2017-10-26 10:38:00,"0,065s",PASSED
