Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SuiteLogin,Firefox 56.0,,2017-10-26 10:40:27,2017-10-26 10:41:32,"1m - 4,107s",PASSED
,,,,,,
Test Cases/Crear User,Firefox 56.0,,2017-10-26 10:40:28,2017-10-26 10:41:31,"1m - 3,034s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 10:40:32,2017-10-26 10:40:57,"25,446s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:40:57,2017-10-26 10:40:57,"0,035s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:40:57,2017-10-26 10:40:57,"0,036s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:40:57,2017-10-26 10:40:58,"1,106s",PASSED
Statement - CreateAccount = new com.kms.katalon.core.testobject.TestObject(CreateAccount),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:40:58,2017-10-26 10:40:58,"0,009s",PASSED
"Statement - CreateAccount.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/createAccount')][@class='btn']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:40:58,2017-10-26 10:40:58,"0,003s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:40:58,2017-10-26 10:41:06,"7,677s",PASSED
"Statement - s = ""tlg-""",Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,000s",PASSED
"Statement - s += new java.util.Date().format(""yyyyMMdd"")",Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,034s",PASSED
"Statement - s += ""-""",Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,000s",PASSED
Statement - randomGenerator = new java.util.Random(),Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,010s",PASSED
Statement - hash = randomGenerator.nextInt(100),Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,003s",PASSED
Statement - s += hash,Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,001s",PASSED
"Statement - s = s + ""@tlg.com""",Firefox 56.0,Hasta aqui generamos una cadena de formato tlg-fecha-hash@tlg.com\r\n,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,005s",PASSED
Statement - mailGlobal = s,Firefox 56.0,,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,013s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el campo Email\r\n,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,019s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='userEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:06,2017-10-26 10:41:06,"0,003s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:06,2017-10-26 10:41:13,"7,117s",PASSED
Statement - Adreca1 = new com.kms.katalon.core.testobject.TestObject(Adreca1),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 1\r\n,2017-10-26 10:41:13,2017-10-26 10:41:13,"0,007s",PASSED
"Statement - Adreca1.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress1Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:13,2017-10-26 10:41:13,"0,003s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:13,2017-10-26 10:41:14,"0,819s",PASSED
Statement - Adreca2 = new com.kms.katalon.core.testobject.TestObject(Adreca2),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 2\r\n,2017-10-26 10:41:14,2017-10-26 10:41:14,"0,000s",PASSED
"Statement - Adreca2.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress2Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:14,2017-10-26 10:41:14,"0,014s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:14,2017-10-26 10:41:15,"0,773s",PASSED
Statement - Compania = new com.kms.katalon.core.testobject.TestObject(Compania),Firefox 56.0,Creamos un nuevo TestObject para el campo Compania\r\n,2017-10-26 10:41:15,2017-10-26 10:41:15,"0,002s",PASSED
"Statement - Compania.addProperty(""xpath"", EQUALS, ""//input[@id='userCompanyField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:15,2017-10-26 10:41:15,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:15,2017-10-26 10:41:16,"0,752s",PASSED
Statement - Name = new com.kms.katalon.core.testobject.TestObject(Name),Firefox 56.0,Creamos un nuevo TestObject para el campo Name\r\n,2017-10-26 10:41:16,2017-10-26 10:41:16,"0,002s",PASSED
"Statement - Name.addProperty(""xpath"", EQUALS, ""//input[@id='userFirstNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:16,2017-10-26 10:41:16,"0,007s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:16,2017-10-26 10:41:16,"0,709s",PASSED
Statement - Apellido = new com.kms.katalon.core.testobject.TestObject(Apellido),Firefox 56.0,Creamos un nuevo TestObject para el campo Apellido\r\n,2017-10-26 10:41:16,2017-10-26 10:41:16,"0,001s",PASSED
"Statement - Apellido.addProperty(""xpath"", EQUALS, ""//input[@id='userLastNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:16,2017-10-26 10:41:16,"0,000s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:16,2017-10-26 10:41:17,"0,712s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el campo password\r\n,2017-10-26 10:41:17,2017-10-26 10:41:17,"0,001s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='userPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:17,2017-10-26 10:41:17,"0,004s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:17,2017-10-26 10:41:18,"0,892s",PASSED
Statement - CPass = new com.kms.katalon.core.testobject.TestObject(CPass),Firefox 56.0,Creamos un nuevo TestObject para el campo Confirma Password\r\n,2017-10-26 10:41:18,2017-10-26 10:41:18,"0,001s",PASSED
"Statement - CPass.addProperty(""xpath"", EQUALS, ""//input[@id='userRetypePasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:18,2017-10-26 10:41:18,"0,000s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:18,2017-10-26 10:41:19,"0,782s",PASSED
Statement - Phone = new com.kms.katalon.core.testobject.TestObject(Phone),Firefox 56.0,Creamos un nuevo TestObject para el campo Phone\r\n,2017-10-26 10:41:19,2017-10-26 10:41:19,"0,006s",PASSED
"Statement - Phone.addProperty(""xpath"", EQUALS, ""//input[@id='userPhoneField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:19,2017-10-26 10:41:19,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:41:19,2017-10-26 10:41:20,"0,758s",PASSED
Statement - TermsOfUse = new com.kms.katalon.core.testobject.TestObject(TermsOfUse),Firefox 56.0,Creamos un nuevo TestObject para el checkbox de Politicas y terminos de Uso\r\n,2017-10-26 10:41:20,2017-10-26 10:41:20,"0,000s",PASSED
"Statement - TermsOfUse.addProperty(""xpath"", EQUALS, ""//input[@type='checkbox'][@class='validate-required-check'][ancestor::form[@id='userForm']]"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:20,2017-10-26 10:41:20,"0,002s",PASSED
check,Firefox 56.0,checkeamos  el test Obect\r\n,2017-10-26 10:41:20,2017-10-26 10:41:20,"0,851s",PASSED
Statement - Country1 = new com.kms.katalon.core.testobject.TestObject(Country1),Firefox 56.0,Creamos un nuevo TestObject para el input 1 de Country\r\n,2017-10-26 10:41:21,2017-10-26 10:41:21,"0,003s",PASSED
"Statement - Country1.addProperty(""xpath"", EQUALS, ""//select[@id='userCountryField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:21,2017-10-26 10:41:21,"0,002s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 10:41:21,2017-10-26 10:41:21,"0,679s",PASSED
Statement - Country2 = new com.kms.katalon.core.testobject.TestObject(Country2),Firefox 56.0,Creamos un nuevo TestObject para el input 2 de Country\r\n,2017-10-26 10:41:21,2017-10-26 10:41:21,"0,001s",PASSED
"Statement - Country2.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/select"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:21,2017-10-26 10:41:21,"0,000s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 10:41:21,2017-10-26 10:41:22,"1,207s",PASSED
Statement - TercerArea = new com.kms.katalon.core.testobject.TestObject(TercerArea),Firefox 56.0,Creamos un nuevo TestObject\r\n,2017-10-26 10:41:22,2017-10-26 10:41:22,"0,001s",PASSED
"Statement - TercerArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/select"", true)",Firefox 56.0,Decimos que este tebobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:22,2017-10-26 10:41:22,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos el valor deseado\r\n,2017-10-26 10:41:22,2017-10-26 10:41:25,"2,104s",PASSED
Statement - CuartaArea = new com.kms.katalon.core.testobject.TestObject(CuartaArea),Firefox 56.0,Se repite Hasta...,2017-10-26 10:41:25,2017-10-26 10:41:25,"0,000s",PASSED
"Statement - CuartaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/select"", true)",Firefox 56.0,,2017-10-26 10:41:25,2017-10-26 10:41:25,"0,008s",PASSED
selectOptionByLabel,Firefox 56.0,,2017-10-26 10:41:25,2017-10-26 10:41:27,"2,105s",PASSED
Statement - QuintaArea = new com.kms.katalon.core.testobject.TestObject(QuintaArea),Firefox 56.0,,2017-10-26 10:41:27,2017-10-26 10:41:27,"0,001s",PASSED
"Statement - QuintaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/div/select"", true)",Firefox 56.0,,2017-10-26 10:41:27,2017-10-26 10:41:27,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Aqui!,2017-10-26 10:41:27,2017-10-26 10:41:29,"2,160s",PASSED
Statement - Acabar = new com.kms.katalon.core.testobject.TestObject(Acabar),Firefox 56.0,Creamos un nuevo TestObject para el boton de acabado\r\n,2017-10-26 10:41:29,2017-10-26 10:41:29,"0,002s",PASSED
"Statement - Acabar.addProperty(""xpath"", EQUALS, ""//input[@id='saveUserButton']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:41:29,2017-10-26 10:41:29,"0,000s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:41:29,2017-10-26 10:41:30,"1,075s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 10:41:30,2017-10-26 10:41:31,"1,586s",PASSED
